Wavelength (nm),Normalized Intensity
200.0,0.0005420245227647309
200.1,0.0006916268432422558
200.2,0.0008384277701736094
200.29999999999998,0.0009661526753655914
200.39999999999998,0.0010591629219478106
200.49999999999997,0.0011059688083104458
200.59999999999997,0.0011020599567580496
200.69999999999996,0.0010511206605469225
200.79999999999995,0.0009641988081229985
200.89999999999995,0.000857084016864244
200.99999999999994,0.0007467386104382521
201.09999999999994,0.0006478781057271486
201.19999999999993,0.0005706382189889828
201.29999999999993,0.0005197946860863833
201.39999999999992,0.000495434334129447
201.49999999999991,0.0004945304930383622
201.5999999999999,0.0005126914427252307
201.6999999999999,0.0005454503725882959
201.7999999999999,0.0005887732874388539
201.8999999999999,0.0006388444664004712
201.9999999999999,0.000691503818367293
202.09999999999988,0.0007418434138041702
202.19999999999987,0.0007843728171802723
202.29999999999987,0.0008138727411818052
202.39999999999986,0.0008266959324978177
202.49999999999986,0.0008220079559187578
202.59999999999985,0.0008024237682733664
202.69999999999985,0.0007737209084301654
202.79999999999984,0.0007436965757130915
202.89999999999984,0.0007205924415028163
202.99999999999983,0.000711654080421438
203.09999999999982,0.0007222495812470375
203.19999999999982,0.0007556309718013456
203.2999999999998,0.0008130843000603897
203.3999999999998,0.000894081814637385
203.4999999999998,0.0009962041489848543
203.5999999999998,0.0011149463623831718
203.6999999999998,0.0012438336087181759
203.79999999999978,0.0013753222081846837
203.89999999999978,0.0015026575964600998
203.99999999999977,0.0016223131665976723
204.09999999999977,0.0017361152470756072
204.19999999999976,0.0018519700946466571
204.29999999999976,0.0019824265610793104
204.39999999999975,0.0021410886568117593
204.49999999999974,0.0023378621592584164
204.59999999999974,0.002574761459899545
204.69999999999973,0.002844111363596977
204.79999999999973,0.003130250025460199
204.89999999999972,0.0034144351514254472
204.99999999999972,0.003681137455364124
205.0999999999997,0.003923047111108503
205.1999999999997,0.004142508198509662
205.2999999999997,0.004348713265926024
205.3999999999997,0.0045520689344188845
205.4999999999997,0.004758516815815625
205.59999999999968,0.004966405478400649
205.69999999999968,0.005166840775726534
205.79999999999967,0.005346362737940192
205.89999999999966,0.005489697352320149
205.99999999999966,0.005580947710023702
206.09999999999965,0.005603431229019915
206.19999999999965,0.005540022634521243
206.29999999999964,0.0053759962690731345
206.39999999999964,0.005104726047289889
206.49999999999963,0.0047342559160771
206.59999999999962,0.004291341978926733
206.69999999999962,0.003820164897682844
206.7999999999996,0.0033752747759770193
206.8999999999996,0.0030110676330082392
206.9999999999996,0.0027715895207971776
207.0999999999996,0.002683913512180146
207.1999999999996,0.002756190780555015
207.29999999999959,0.002979111072519772
207.39999999999958,0.0033283380585447777
207.49999999999957,0.0037661291336979767
207.59999999999957,0.004242277911041608
207.69999999999956,0.004696381678183582
207.79999999999956,0.005063878163710407
207.89999999999955,0.005286791326648782
207.99999999999955,0.005327355016479762
208.09999999999954,0.005180183533424208
208.19999999999953,0.004877934735360941
208.29999999999953,0.004487052013699121
208.39999999999952,0.004093521727012315
208.49999999999952,0.0037821631080771374
208.5999999999995,0.0036153078323147387
208.6999999999995,0.0036170499664184095
208.7999999999995,0.003767638415209212
208.8999999999995,0.004009703539498241
208.9999999999995,0.004264708869581561
209.09999999999948,0.004455131490506573
209.19999999999948,0.00452615980114194
209.29999999999947,0.004460729867069134
209.39999999999947,0.004283640120493999
209.49999999999946,0.004053769046419951
209.59999999999945,0.0038469736471644224
209.69999999999945,0.003734840916216776
209.79999999999944,0.0037653085004828958
209.89999999999944,0.003950209622237542
209.99999999999943,0.00426258480200583
210.09999999999943,0.0046439132476849936
210.19999999999942,0.00501892632236346
210.29999999999941,0.005313875359326764
210.3999999999994,0.0054734177322364715
210.4999999999994,0.005471889778859322
210.5999999999994,0.00531655684257333
210.6999999999994,0.005042904999082237
210.7999999999994,0.004704264471041625
210.89999999999938,0.004359215983483594
210.99999999999937,0.004060049127375561
211.09999999999937,0.00384440750672332
211.19999999999936,0.0037309317570214094
211.29999999999936,0.0037188179248673473
211.39999999999935,0.003790870545217103
211.49999999999935,0.003919524686557736
211.59999999999934,0.004075029174295228
211.69999999999933,0.004234393973306828
211.79999999999933,0.0043890643747922335
211.89999999999932,0.004549043614526839
211.99999999999932,0.0047416788270408
212.0999999999993,0.0050045662272832515
212.1999999999993,0.005373707241228854
212.2999999999993,0.005869661019700286
212.3999999999993,0.006485483480634945
212.4999999999993,0.007180334248984365
212.59999999999928,0.007881594659221777
212.69999999999928,0.008496270515043291
212.79999999999927,0.008929772973306709
212.89999999999927,0.009107610866042889
212.99999999999926,0.008993990477302287
213.09999999999926,0.008601576266283535
213.19999999999925,0.007988967529952307
213.29999999999924,0.007246234784530674
213.39999999999924,0.006472831992587278
213.49999999999923,0.005754792754335053
213.59999999999923,0.0051482310044740805
213.69999999999922,0.004673731890541052
213.79999999999922,0.004322258997500947
213.8999999999992,0.004069331138412166
213.9999999999992,0.003891862808055787
214.0999999999992,0.003781853789200509
214.1999999999992,0.0037527617223873707
214.2999999999992,0.0038369993189343366
214.39999999999918,0.004075596652856137
214.49999999999918,0.004503027809997799
214.59999999999917,0.005131316452384044
214.69999999999916,0.005937834751896014
214.79999999999916,0.006860694321426954
214.89999999999915,0.007804186712981851
214.99999999999915,0.00865433635365466
215.09999999999914,0.009301647702070665
215.19999999999914,0.009665462059520468
215.29999999999913,0.009713153583001847
215.39999999999912,0.009468498007957868
215.49999999999912,0.00900679534333888
215.5999999999991,0.008438501983571892
