element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,2,"=""878.839""","=""0.002""","=""878.84097""","=""0.00005""","=""0""","=""""",,"=""172816.2926""","=""184191.7917""","=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""4D""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""879.0555""","=""0.0008""","=""879.055897""","=""0.000024""","=""1""","=""""",,"=""188766.2129""","=""200138.9307""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(1D).4d""","=""2F""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""879.61407""","=""0.00015""","=""879.61410""","=""0.00003""","=""13""","=""""",,"=""189040.9351""","=""200406.4358""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""1/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""879.90874""","=""""","=""""","=""4.6e+05""",D+,"=""107289.7001""","=""118651.3950""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,2,"=""880.3860""","=""0.0008""","=""880.38556""","=""0.00008""","=""1""","=""""",,"=""183675.6614""","=""195031.2028""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""883.8009""","=""0.0008""","=""883.80039""","=""0.00005""","=""1""","=""""",,"=""183986.0137""","=""195297.6798""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""884.2527""","=""0.0008""","=""884.25274""","=""0.00009""","=""1""","=""""",,"=""195031.2028""","=""206337.0822""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""","=""3s2.3p4.(3P<1>).5g""","=""2[3]""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""884.991""","=""""","=""""","=""""","=""180""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2131""",
Ar,2,"=""885.0695""","=""0.0008""","=""885.07024""","=""0.00009""","=""1""","=""""",,"=""183986.0137""","=""195281.4505""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""886.7170""","=""0.0008""","=""886.718109""","=""0.000024""","=""2""","=""""",,"=""190507.4128""","=""201781.8583""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""887.0216""","=""0.0008""","=""887.021372""","=""0.000024""","=""1""","=""""",,"=""190511.2674""","=""201781.8583""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""887.373""","=""0.002""","=""887.377022""","=""0.000024""","=""0""","=""""",,"=""188766.2129""","=""200032.2867""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""889.01495""","=""0.00010""","=""889.01497""","=""0.00003""","=""22""","=""""",,"=""190106.3000""","=""201351.6169""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""889.5144""","=""0.0008""","=""889.51524""","=""0.00003""","=""1""","=""""",,"=""190106.3000""","=""201345.2925""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""889.92982""","=""0.00017""","=""889.92992""","=""0.00008""","=""11""","=""""",,"=""183797.4473""","=""195031.2028""","=""3s2.3p4.(3P).4d""","=""4D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""890.4512""","=""0.0008""","=""890.45065""","=""0.00004""","=""1""","=""""",,"=""147503.1134""","=""158730.2995""","=""3s2.3p4.(3P).3d""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""890.56560""","=""0.00003""","=""890.56560""","=""0.00003""","=""68""","=""""",,"=""189654.8487""","=""200880.5857""","=""3s2.3p4.(3P).5p""","=""4D*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""891.5522""","=""0.0008""","=""891.55174""","=""0.00003""","=""1""","=""""",,"=""190507.4128""","=""201720.7331""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""892.0190""","=""0.0006""","=""892.02026""","=""0.00003""","=""10bl""","=""""",,"=""183675.6614""","=""194883.0921""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""892.6074""","=""0.0008""","=""892.60757""","=""0.00007""","=""3""","=""6.e+05""",C+,"=""147228.0521""","=""158428.1087""","=""3s2.3p4.(3P).3d""","=""4P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""",,"=""T926""","=""L14821""",
Ar,2,"=""892.6819""","=""0.0008""","=""892.68269""","=""0.00006""","=""1""","=""""",,"=""183797.4473""","=""194996.5613""","=""3s2.3p4.(3P).4d""","=""4D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""893.13307""","=""0.00006""","=""893.133054""","=""0.000024""","=""32""","=""""",,"=""188766.2129""","=""199959.6798""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""893.5448""","=""0.0008""","=""893.54417""","=""0.00010""","=""1""","=""""",,"=""184093.1337""","=""195281.4505""","=""3s2.3p4.(1D).3d""","=""2S""","=""1/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""893.7530""","=""0.0008""","=""893.75389""","=""0.00005""","=""1""","=""""",,"=""183675.6614""","=""194861.3529""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""896.21468""","=""""","=""""","=""1.6e+05""",D+,"=""107496.4166""","=""118651.3950""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,2,"=""896.688""","=""0.002""","=""896.68835""","=""0.00005""","=""0""","=""""",,"=""190196.2066""","=""201345.2925""","=""3s2.3p4.(3P).5p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""896.89495""","=""0.00015""","=""896.89461""","=""0.00006""","=""14""","=""""",,"=""183675.6614""","=""194822.1833""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""897.13640""","=""0.00003""","=""897.136393""","=""0.000025""","=""59""","=""""",,"=""191012.4246""","=""202155.9425""","=""3s2.3p4.(3P).5p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""5/2""",,"=""""","=""L11520""",
Ar,18,"=""""","=""""","=""898.17""","=""0.09""","=""""","=""4.6377e+05""",AA,"=""(31732607.4)""","=""(31743738.1)""","=""3s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
Ar,2,"=""898.66158""","=""0.00004""","=""898.66163""","=""0.00003""","=""60""","=""""",,"=""183675.6614""","=""194800.2662""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""899.58638""","=""0.00003""","=""899.586315""","=""0.000025""","=""62""","=""""",,"=""188766.2129""","=""199879.3828""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""899.78080""","=""0.00006""","=""899.78092""","=""0.00003""","=""31""","=""""",,"=""189040.9351""","=""200151.7014""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""900.177""","=""0.002""","=""900.17615""","=""0.00006""","=""0""","=""""",,"=""184191.7917""","=""195297.6798""","=""3s2.3p4.(3P).4d""","=""4D""","=""1/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""900.790""","=""0.002""","=""900.78745""","=""0.00003""","=""0.5""","=""""",,"=""172816.2926""","=""183914.6440""","=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5s""","=""2P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""900.84569""","=""0.00002""","=""900.845652""","=""0.000025""","=""87""","=""""",,"=""190511.2674""","=""201608.9017""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""901.4938""","=""0.0010""","=""901.49353""","=""0.00011""","=""1""","=""""",,"=""184191.7917""","=""195281.4505""","=""3s2.3p4.(3P).4d""","=""4D""","=""1/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""901.75916""","=""0.00002""","=""901.759146""","=""0.000025""","=""102""","=""""",,"=""148620.1414""","=""159706.5337""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""901.822""","=""0.002""","=""901.81995""","=""0.00003""","=""0.5""","=""""",,"=""183797.4473""","=""194883.0921""","=""3s2.3p4.(3P).4d""","=""4D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""902.230""","=""0.002""","=""902.23173""","=""0.00010""","=""0""","=""""",,"=""179931.8393""","=""191012.4246""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""903.135""","=""0.002""","=""903.136194""","=""0.000025""","=""1""","=""""",,"=""189040.9351""","=""200110.4236""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""903.59204""","=""0.00011""","=""903.59192""","=""0.00005""","=""19""","=""""",,"=""183797.4473""","=""194861.3529""","=""3s2.3p4.(3P).4d""","=""4D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""905.1229""","=""0.0004""","=""905.12310""","=""0.00008""","=""7""","=""""",,"=""183986.0137""","=""195031.2028""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""905.74928""","=""""","=""""","=""9.7e+04""",E,"=""108722.6194""","=""119760.1725""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""0""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T1203""","=""""",
Ar,2,"=""906.07463""","=""0.00004""","=""906.07468""","=""0.00006""","=""50""","=""""",,"=""203151.2627""","=""214184.8519""","=""3s2.3p4.(1D).5p""","=""2F*""","=""5/2""","=""3s2.3p4.(1D).5d""","=""2G""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""906.80230""","=""0.00005""","=""906.80229""","=""0.00006""","=""44""","=""""",,"=""183797.4473""","=""194822.1833""","=""3s2.3p4.(3P).4d""","=""4D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L11520""",
Ar,1,"=""907.5394""","=""""","=""907.5395""","=""""","=""20""","=""1.2e+06""",D,"=""107496.4166""","=""118512.197""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""L2634""",
Ar,2,"=""907.97072""","=""0.00015""","=""907.97082""","=""0.00007""","=""15""","=""""",,"=""183986.0137""","=""194996.5613""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""909.51026""","=""0.00003""","=""909.51026""","=""0.00003""","=""68""","=""""",,"=""203197.5711""","=""214189.4823""","=""3s2.3p4.(1D).5p""","=""2F*""","=""7/2""","=""3s2.3p4.(1D).5d""","=""2G""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""909.85743""","=""0.00005""","=""909.85739""","=""0.00004""","=""40""","=""""",,"=""190733.0156""","=""201720.7331""","=""3s2.3p4.(3P).5p""","=""4D*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""910.65624""","=""0.00002""","=""910.656254""","=""0.000025""","=""102""","=""""",,"=""189415.0280""","=""200393.1067""","=""3s2.3p4.(3P).5p""","=""4D*""","=""7/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""911.4348""","=""0.0003""","=""911.43522""","=""0.00004""","=""6""","=""""",,"=""189437.7396""","=""200406.4358""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""1/2""",,"=""""","=""L11520""",
Ar,1,"=""912.2967""","=""""","=""912.29666""","=""""","=""35000""","=""1.89e+07""",B,"=""93143.7600""","=""104102.0990""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,2,"=""913.849""","=""0.002""","=""913.84704""","=""0.00008""","=""0h""","=""""",,"=""147228.0521""","=""158167.7999""","=""3s2.3p4.(3P).3d""","=""4P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""915.082""","=""0.002""","=""915.08105""","=""0.00005""","=""1""","=""4.5e+05""",E,"=""147503.1134""","=""158428.1087""","=""3s2.3p4.(3P).3d""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""",,"=""T1600n""","=""L14821""",
Ar,2,"=""915.154""","=""0.002""","=""915.15858""","=""0.00006""","=""0""","=""""",,"=""190106.3000""","=""201030.3698""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""915.60492""","=""0.00007""","=""915.60491""","=""0.00003""","=""27""","=""""",,"=""189040.9351""","=""199959.6798""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""915.90316""","=""0.00012""","=""915.90326""","=""0.00007""","=""17""","=""""",,"=""179592.2248""","=""190507.4128""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""916.8917""","=""0.0010""","=""916.89115""","=""0.00008""","=""1""","=""""",,"=""184093.1337""","=""194996.5613""","=""3s2.3p4.(1D).3d""","=""2S""","=""1/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""919.1185""","=""0.0004""","=""919.117819""","=""0.000018""","=""7""","=""""",,"=""172213.8798""","=""183090.8927""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5s""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""919.25919""","=""0.00007""","=""919.25927""","=""0.00005""","=""31""","=""""",,"=""183986.0137""","=""194861.3529""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,1,"=""919.4638""","=""""","=""919.4638""","=""""","=""550""","=""1.76e+06""",C,"=""104102.0990""","=""114975.019""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T1618n""","=""L2634""",
Ar,2,"=""921.039""","=""0.002""","=""921.03671""","=""0.00003""","=""1""","=""""",,"=""147875.9477""","=""158730.2995""","=""3s2.3p4.(3P).3d""","=""4P""","=""5/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""921.89849""","=""0.00006""","=""921.89859""","=""0.00003""","=""38""","=""""",,"=""190507.4128""","=""201351.6169""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""922.22677""","=""0.00019""","=""922.22640""","=""0.00003""","=""10""","=""""",,"=""190511.2674""","=""201351.6169""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""",,"=""""","=""L11520""",
Ar,1,"=""922.4499""","=""""","=""922.44980""","=""""","=""15000""","=""5.0e+06""",B,"=""95399.8276""","=""106237.5518""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,2,"=""925.2633""","=""0.0003""","=""925.26329""","=""0.00008""","=""10""","=""""",,"=""184191.7917""","=""194996.5613""","=""3s2.3p4.(3P).4d""","=""4D""","=""1/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""925.8772""","=""0.0002""","=""925.87716""","=""0.00009""","=""10""","=""""",,"=""204113.7598""","=""214911.3656""","=""3s2.3p4.(1D).5p""","=""2D*""","=""3/2""","=""3s2.3p4.(1D).5d""","=""2F""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""927.97099""","=""0.00008""","=""927.97092""","=""0.00003""","=""26""","=""""",,"=""148620.1414""","=""159393.3850""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""",,"=""""","=""L11520""",
Ar,1,"=""929.1531""","=""""","=""929.1532""","=""""","=""400""","=""3.26e+06""",C,"=""104102.0990""","=""114861.635""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""",,"=""T1618n""","=""L2634""",
Ar,2,"=""930.587""","=""0.002""","=""930.58698""","=""0.00006""","=""1""","=""""",,"=""198594.9984""","=""209337.9564""","=""3s2.3p4.(1D).4d""","=""2G""","=""7/2""","=""3s2.3p4.(1D<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""931.351""","=""0.002""","=""931.35122""","=""0.00006""","=""1""","=""""",,"=""198604.1476""","=""209338.2903""","=""3s2.3p4.(1D).4d""","=""2G""","=""9/2""","=""3s2.3p4.(1D<2>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""933.105""","=""0.002""","=""933.10552""","=""0.00004""","=""1""","=""""",,"=""189437.7396""","=""200151.7014""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""933.598""","=""0.002""","=""933.59814""","=""0.00004""","=""0""","=""""",,"=""191012.4246""","=""201720.7331""","=""3s2.3p4.(3P).5p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""934.4803""","=""0.0002""","=""934.48053""","=""0.00014""","=""7""","=""""",,"=""204134.0653""","=""214832.2625""","=""3s2.3p4.(1D).5p""","=""2D*""","=""5/2""","=""3s2.3p4.(1D).5d""","=""2F""","=""7/2""",,"=""""","=""L11520""",
Ar,1,"=""935.4220""","=""""","=""935.42179""","=""""","=""1600""","=""1.06e+06""",B,"=""95399.8276""","=""106087.2598""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,2,"=""936.0466""","=""0.0010""","=""936.04640""","=""0.00006""","=""1l""","=""""",,"=""185624.8282""","=""196305.1289""","=""3s2.3p4.(3P).4d""","=""4F""","=""7/2""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""937.4163""","=""0.0010""","=""937.41687""","=""0.00005""","=""3""","=""""",,"=""147503.1134""","=""158167.7999""","=""3s2.3p4.(3P).3d""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""939.201""","=""0.002""","=""939.19603""","=""0.00009""","=""0?""","=""""",,"=""198604.1476""","=""209248.6316""","=""3s2.3p4.(1D).4d""","=""2G""","=""9/2""","=""3s2.3p4.(1D<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""939.491""","=""0.002""","=""939.49128""","=""0.00004""","=""0.5""","=""""",,"=""144709.9818""","=""155351.1206""","=""3s2.3p4.(3P).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""939.690""","=""0.002""","=""939.68820""","=""0.00004""","=""0""","=""""",,"=""189040.9351""","=""199679.8440""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""941.8582""","=""0.0010""","=""941.85848""","=""0.00003""","=""1""","=""3.9e+05""",E,"=""150474.9903""","=""161089.3846""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""",,"=""T926""","=""L14821""",
Ar,2,"=""942.04762""","=""0.00004""","=""942.04757""","=""0.00003""","=""59""","=""""",,"=""191169.5946""","=""201781.8583""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""943.6230""","=""0.0002""","=""943.62291""","=""0.00004""","=""13""","=""""",,"=""189437.7396""","=""200032.2867""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""945.320""","=""0.002""","=""945.31586""","=""0.00011""","=""0.5""","=""""",,"=""179931.8393""","=""190507.4128""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""946.681""","=""0.002""","=""946.6805""","=""0.0018""","=""0""","=""""",,"=""208592.2016""","=""219152.53""","=""3s2.3p4.(1D<2>).4f""","=""2[1]*""","=""3/2""","=""3s2.3p4.(1D<2>).5g""","=""2[2]""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""946.828""","=""0.002""","=""946.82986""","=""0.00007""","=""0.5""","=""""",,"=""186074.4375""","=""196633.1005""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""947.52495""","=""0.00006""","=""947.52493""","=""0.00003""","=""35""","=""""",,"=""148842.4674""","=""159393.3850""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""948.0877""","=""0.0003""","=""948.08797""","=""0.00003""","=""7""","=""""",,"=""189415.0280""","=""199959.6798""","=""3s2.3p4.(3P).5p""","=""4D*""","=""7/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""949.098""","=""0.002""","=""949.0958""","=""0.0018""","=""0.5""","=""""",,"=""204134.0653""","=""214667.52""","=""3s2.3p4.(1D).5p""","=""2D*""","=""5/2""","=""3s2.3p4.(1D).5d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""950.046""","=""0.002""","=""950.04261""","=""0.00006""","=""0""","=""""",,"=""190507.4128""","=""201030.3698""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""950.416""","=""0.002""","=""950.4146""","=""0.0003""","=""0.5*""","=""""",,"=""208803.3311""","=""219322.170""","=""3s2.3p4.(1D<2>).4f""","=""2[5]*""","=""11/2""","=""3s2.3p4.(1D<2>).5g""","=""2[5]""","=""11/2""",,"=""""","=""L14821""",
Ar,2,"=""950.416""","=""0.002""","=""950.41758""","=""0.00014""","=""0.5*""","=""""",,"=""208803.3348""","=""219322.1402""","=""3s2.3p4.(1D<2>).4f""","=""2[5]*""","=""9/2""","=""3s2.3p4.(1D<2>).5g""","=""2[5]""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""950.8440""","=""0.0010""","=""950.84517""","=""0.00007""","=""3""","=""""",,"=""179592.2248""","=""190106.3000""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""951.776""","=""0.002""","=""951.7739""","=""0.0004""","=""0""","=""""",,"=""196315.5916""","=""206819.407""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""5/2""","=""3s2.3p4.(3P<0>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L14821""",
